AllCCS ID,Name,Structure,Formula,Type,Adduct,m/z,CCS,Confidence level,Update date
AllCCS00110019,"PC(18:2(2E,4E)/16:0)",[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCC)=O)COC(/C=C/C=C/CCCCCCCCCCCCC)=O,C42H80NO8P,Experimental CCS,[M+HCOO]-,802.5604,290.6,3,2022-10-12
AllCCS00110020,"PC(18:2(2E,4E)/18:2(2E,4E))",[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(/C=C/C=C/CCCCCCCCCCCCC)=O)COC(/C=C/C=C/CCCCCCCCCCCCC)=O,C44H80NO8P,Experimental CCS,[M+Na]+,804.5515,287.8,3,2022-10-12
AllCCS00110020,"PC(18:2(2E,4E)/18:2(2E,4E))",[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(/C=C/C=C/CCCCCCCCCCCCC)=O)COC(/C=C/C=C/CCCCCCCCCCCCC)=O,C44H80NO8P,Experimental CCS,[M+HCOO]-,826.5604,293.3,3,2022-10-12
AllCCS00110045,PC(2:0/16:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCC)=O)COC(C)=O,C26H52NO8P,Experimental CCS,[M+H]+,538.3504,236.5,3,2022-10-12
AllCCS00110109,PC(6:0/6:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCC)=O)COC(CCCCC)=O,C20H40NO8P,Experimental CCS,[M+H]+,454.2565,213.3,1,2022-10-07
AllCCS00110109,PC(6:0/6:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCC)=O)COC(CCCCC)=O,C20H40NO8P,Experimental CCS,[M+CH3COO]-,512.263,230.2,1,2022-10-07
AllCCS00110120,PC(8:0/8:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC)=O)COC(CCCCCCC)=O,C24H48NO8P,Experimental CCS,[M+H]+,510.3191,230.6,1,2022-10-07
AllCCS00110120,PC(8:0/8:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC)=O)COC(CCCCCCC)=O,C24H48NO8P,Experimental CCS,[M+CH3COO]-,568.3256,241.4,1,2022-10-07
AllCCS00110176,"PC(13:0/22:2(13Z,16Z))",[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCC)=O,C43H82NO8P,Experimental CCS,[M+Na]+,794.5671,285.8,3,2022-10-07
AllCCS00110179,PC(14:0/13:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O,C35H70NO8P,Experimental CCS,[M+HCOO]-,708.4821,274.8,3,2022-10-12
AllCCS00110180,PC(14:0/15:1(9Z)),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCCC)=O)COC(CCCCCCCCCCCCC)=O,C37H72NO8P,Experimental CCS,[M+HCOO]-,734.4978,278.6,3,2022-10-12
AllCCS00110232,"PC(15:1(9Z)/22:2(13Z,16Z))",[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\CCCCC)=O,C45H84NO8P,Experimental CCS,[M+H]+,798.6008,293.5,3,2022-10-12
AllCCS00110281,PC(17:1(9Z)/16:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O,C41H80NO8P,Experimental CCS,[M+HCOO]-,790.5604,289.5,3,2022-10-12
AllCCS00110302,"PC(17:1(9Z)/22:2(13Z,16Z))",[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O,C47H88NO8P,Experimental CCS,[M+HCOO]-,870.623,304.1,3,2022-10-12
AllCCS00110623,PC(O-16:0/16:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCC)=O)COCCCCCCCCCCCCCCCC,C40H82NO7P,Experimental CCS,[M+HCOO]-,764.5811,287.5,3,2022-10-12
AllCCS00110624,PC(O-16:0/17:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCCC)=O)COCCCCCCCCCCCCCCCC,C41H84NO7P,Experimental CCS,[M+HCOO]-,778.5967,290.7,3,2022-10-12
AllCCS00110646,PC(O-18:0/16:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCC)=O)COCCCCCCCCCCCCCCCCCC,C42H86NO7P,Experimental CCS,[M+HCOO]-,792.6124,292.9,3,2022-10-12
AllCCS00110699,"PC(O-18:0/20:3(8Z,11Z,14Z))",[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O)COCCCCCCCCCCCCCCCCCC,C46H88NO7P,Experimental CCS,[M+HCOO]-,842.628,299.8,3,2022-10-12
AllCCS00110716,"PC(O-20:0/18:2(9Z,12Z))",[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COCCCCCCCCCCCCCCCCCCCC,C46H90NO7P,Experimental CCS,[M+HCOO]-,844.6437,300.4,3,2022-10-12
AllCCS00110734,"PC(O-20:1(11Z)/20:4(8Z,11Z,14Z,17Z))",[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COCCCCCCCCCC/C=C\CCCCCCCC,C48H88NO7P,Experimental CCS,[M+HCOO]-,866.628,303.0,3,2022-10-12
AllCCS00110739,PC(P-16:0/12:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCC)=O)CO/C=C\CCCCCCCCCCCCCC,C36H72NO7P,Experimental CCS,[M+H]+,662.5119,272.3,3,2022-10-12
AllCCS00110739,PC(P-16:0/12:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCC)=O)CO/C=C\CCCCCCCCCCCCCC,C36H72NO7P,Experimental CCS,[M+HCOO]-,706.5028,276.4,3,2022-10-12
AllCCS00110740,PC(P-16:0/13:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCC)=O)CO/C=C\CCCCCCCCCCCCCC,C37H74NO7P,Experimental CCS,[M+H]+,676.5276,275.4,3,2022-10-12
AllCCS00110742,PC(P-16:0/17:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCCC)=O)CO/C=C\CCCCCCCCCCCCCC,C41H82NO7P,Experimental CCS,[M+H]+,732.5902,287.0,3,2022-10-12
AllCCS00110742,PC(P-16:0/17:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCCC)=O)CO/C=C\CCCCCCCCCCCCCC,C41H82NO7P,Experimental CCS,[M+Na]+,754.5722,287.9,3,2022-10-12
AllCCS00110742,PC(P-16:0/17:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCCC)=O)CO/C=C\CCCCCCCCCCCCCC,C41H82NO7P,Experimental CCS,[M+HCOO]-,776.5811,290.1,2,2022-10-12
AllCCS00110746,PC(P-16:0/19:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCCCCC)=O)CO/C=C\CCCCCCCCCCCCCC,C43H86NO7P,Experimental CCS,[M+H]+,760.6215,293.8,3,2022-10-12
AllCCS00110746,PC(P-16:0/19:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCCCCC)=O)CO/C=C\CCCCCCCCCCCCCC,C43H86NO7P,Experimental CCS,[M+Na]+,782.6035,294.7,3,2022-10-12
AllCCS00110749,PC(P-16:0/21:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCCCCCCC)=O)CO/C=C\CCCCCCCCCCCCCC,C45H90NO7P,Experimental CCS,[M+H]+,788.6528,299.5,3,2022-10-12
AllCCS00110756,PC(P-18:0/16:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCC)=O)CO/C=C\CCCCCCCCCCCCCCCC,C42H84NO7P,Experimental CCS,[M+Na]+,768.5878,292.4,3,2022-10-12
AllCCS00110756,PC(P-18:0/16:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCC)=O)CO/C=C\CCCCCCCCCCCCCCCC,C42H84NO7P,Experimental CCS,[M+HCOO]-,790.5967,292.4,3,2022-10-12
AllCCS00110757,PC(P-18:0/17:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCCC)=O)CO/C=C\CCCCCCCCCCCCCCCC,C43H86NO7P,Experimental CCS,[M+HCOO]-,804.6124,295.1,3,2022-10-12
AllCCS00110765,PC(P-18:0/22:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCCCCCCCC)=O)CO/C=C\CCCCCCCCCCCCCCCC,C48H96NO7P,Experimental CCS,[M+HCOO]-,874.6906,309.6,3,2022-10-12
AllCCS00110773,PC(P-20:0/16:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCC)=O)CO/C=C\CCCCCCCCCCCCCCCCCC,C44H88NO7P,Experimental CCS,[M+HCOO]-,818.628,298.2,3,2022-10-12
AllCCS00110854,PC(O-16:0/0:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(O)COCCCCCCCCCCCCCCCC,C24H52NO6P,Experimental CCS,[M+H]+,482.3605,231.7,3,2022-10-12
AllCCS00110854,PC(O-16:0/0:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(O)COCCCCCCCCCCCCCCCC,C24H52NO6P,Experimental CCS,[M+Na]+,504.3425,230.7,3,2022-10-12
AllCCS00110854,PC(O-16:0/0:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(O)COCCCCCCCCCCCCCCCC,C24H52NO6P,Experimental CCS,[M+HCOO]-,526.3514,236.1,3,2022-10-12
AllCCS00110860,PC(O-16:1(11Z)/0:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(O)COCCCCCCCCCC/C=C\CCCC,C24H50NO6P,Experimental CCS,[M+H]+,480.3449,226.8,3,2022-10-12
AllCCS00110860,PC(O-16:1(11Z)/0:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(O)COCCCCCCCCCC/C=C\CCCC,C24H50NO6P,Experimental CCS,[M+Na]+,502.3269,229.1,3,2022-10-12
AllCCS00110860,PC(O-16:1(11Z)/0:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(O)COCCCCCCCCCC/C=C\CCCC,C24H50NO6P,Experimental CCS,[M+HCOO]-,524.3358,237.3,3,2022-10-12
AllCCS00110863,PC(O-18:1(11Z)/0:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(O)COCCCCCCCCCC/C=C\CCCCCC,C26H54NO6P,Experimental CCS,[M+H]+,508.3762,234.4,3,2022-10-12
AllCCS00110863,PC(O-18:1(11Z)/0:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(O)COCCCCCCCCCC/C=C\CCCCCC,C26H54NO6P,Experimental CCS,[M+Na]+,530.3582,232.7,3,2022-10-12
AllCCS00110863,PC(O-18:1(11Z)/0:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(O)COCCCCCCCCCC/C=C\CCCCCC,C26H54NO6P,Experimental CCS,[M+HCOO]-,552.3671,241.6,3,2022-10-12
AllCCS00110865,PC(O-20:0/0:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(O)COCCCCCCCCCCCCCCCCCCCC,C28H60NO6P,Experimental CCS,[M+H]+,538.4231,246.7,3,2022-10-12
AllCCS00110865,PC(O-20:0/0:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(O)COCCCCCCCCCCCCCCCCCCCC,C28H60NO6P,Experimental CCS,[M+HCOO]-,582.414,249.9,3,2022-10-12
AllCCS00110889,PE(12:0/12:0),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCC)=O)COC(CCCCCCCCCCC)=O,C29H58NO8P,Experimental CCS,[M+H]+,580.3973,246.7,1,2022-10-07
AllCCS00110889,PE(12:0/12:0),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCC)=O)COC(CCCCCCCCCCC)=O,C29H58NO8P,Experimental CCS,[M-H]-,578.3827,235.7,1,2022-10-07
AllCCS00110890,PE(10:0/10:0),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCC)=O)COC(CCCCCCCCC)=O,C25H50NO8P,Experimental CCS,[M+H]+,524.3347,233.0,1,2022-10-07
AllCCS00110890,PE(10:0/10:0),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCC)=O)COC(CCCCCCCCC)=O,C25H50NO8P,Experimental CCS,[M-H]-,522.3201,223.2,1,2022-10-07
AllCCS00110891,PE(8:0/8:0),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC)=O)COC(CCCCCCC)=O,C21H42NO8P,Experimental CCS,[M+H]+,468.2721,217.9,1,2022-10-07
AllCCS00110891,PE(8:0/8:0),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC)=O)COC(CCCCCCC)=O,C21H42NO8P,Experimental CCS,[M-H]-,466.2575,210.8,1,2022-10-07
AllCCS00110892,PE(6:0/6:0),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCC)=O)COC(CCCCC)=O,C17H34NO8P,Experimental CCS,[M+H]+,412.2095,202.1,1,2022-10-07
AllCCS00110895,"PE(20:2(5Z,8Z)/18:0)",[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCCCCCCCC)=O)COC(CCC/C=C\C/C=C\CCCCCCCCCCC)=O,C43H82NO8P,Experimental CCS,[M-H+2Na]+,816.5491,288.8,3,2022-10-07
AllCCS00110896,"PE(18:0/20:4(5E,8E,11E,14E))",[C@](COP(=O)(O)OCCN)([H])(OC(CCC/C=C/C/C=C/C/C=C/C/C=C/CCCCC)=O)COC(CCCCCCCCCCCCCCCCC)=O,C43H78NO8P,Experimental CCS,[M-H]-,766.5392,276.8,3,2022-10-12
AllCCS00110944,PE(12:0/20:1(11Z)),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCCCCCC)=O,C37H72NO8P,Experimental CCS,[M+Na]+,712.4889,268.6,3,2022-10-07
AllCCS00110944,PE(12:0/20:1(11Z)),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCCCCCC)=O,C37H72NO8P,Experimental CCS,[M-H+2Na]+,734.4709,268.9,3,2022-10-07
AllCCS00110974,PE(13:0/22:1(11Z)),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCC/C=C\CCCCCCCCCC)=O)COC(CCCCCCCCCCCC)=O,C40H78NO8P,Experimental CCS,[M+Na]+,754.5358,279.3,3,2022-10-07
AllCCS00110974,PE(13:0/22:1(11Z)),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCC/C=C\CCCCCCCCCC)=O)COC(CCCCCCCCCCCC)=O,C40H78NO8P,Experimental CCS,[M-H+2Na]+,776.5178,279.6,3,2022-10-07
AllCCS00110975,"PE(13:0/22:2(13Z,16Z))",[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCC)=O,C40H76NO8P,Experimental CCS,[M+Na]+,752.5202,275.6,3,2022-10-07
AllCCS00110975,"PE(13:0/22:2(13Z,16Z))",[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCC)=O,C40H76NO8P,Experimental CCS,[M+K]+,768.4941,277.4,3,2022-10-07
AllCCS00111002,PE(15:0/22:1(11Z)),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCC/C=C\CCCCCCCCCC)=O)COC(CCCCCCCCCCCCCC)=O,C42H82NO8P,Experimental CCS,[M+Na]+,782.5671,284.4,3,2022-10-07
AllCCS00111002,PE(15:0/22:1(11Z)),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCC/C=C\CCCCCCCCCC)=O)COC(CCCCCCCCCCCCCC)=O,C42H82NO8P,Experimental CCS,[M-H+2Na]+,804.5491,286.7,3,2022-10-07
AllCCS00111031,"PE(15:1(9Z)/22:2(13Z,16Z))",[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\CCCCC)=O,C42H78NO8P,Experimental CCS,[M+Na]+,778.5358,280.1,3,2022-10-12
AllCCS00111031,"PE(15:1(9Z)/22:2(13Z,16Z))",[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\CCCCC)=O,C42H78NO8P,Experimental CCS,[M-H+2Na]+,800.5178,282.1,3,2022-10-12
AllCCS00111031,"PE(15:1(9Z)/22:2(13Z,16Z))",[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\CCCCC)=O,C42H78NO8P,Experimental CCS,[M-H]-,754.5392,275.8,3,2022-10-12
AllCCS00111054,PE(17:0/16:0),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCCCCC)=O,C38H76NO8P,Experimental CCS,[M-H]-,704.5236,266.8,3,2022-10-12
AllCCS00111071,"PE(17:0/22:2(13Z,16Z))",[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCCC)=O,C44H84NO8P,Experimental CCS,[M-H+2Na]+,830.5648,291.8,3,2022-10-07
AllCCS00111100,"PE(17:1(9Z)/22:2(13Z,16Z))",[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O,C44H82NO8P,Experimental CCS,[M-H]-,782.5705,281.7,3,2022-10-12
AllCCS00111135,PE(18:0/17:0),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCCCCCC)=O,C40H80NO8P,Experimental CCS,[M-H]-,732.5549,273.2,3,2022-10-12
AllCCS00111136,PE(18:0/17:1(9Z)),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCCCCCCCCCCCC)=O,C40H78NO8P,Experimental CCS,[M+H]+,732.5538,279.4,3,2022-10-12
AllCCS00111299,"PE(20:5(5Z,8Z,11Z,14Z,17Z)/17:1(9Z))",[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O,C42H72NO8P,Experimental CCS,[M-H]-,748.4923,270.4,3,2022-10-12
AllCCS00111332,PE(22:0/17:1(9Z)),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCCCCCCCCCCCCCCCC)=O,C44H86NO8P,Experimental CCS,[M-H]-,786.6018,284.3,3,2022-10-12
AllCCS00111420,PE(17:0/17:0),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCCCCC)=O,C39H78NO8P,Experimental CCS,[M+H]+,720.5538,277.4,1,2022-10-07
AllCCS00111420,PE(17:0/17:0),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCCCCC)=O,C39H78NO8P,Experimental CCS,[M-H]-,718.5392,265.5,1,2022-10-07
AllCCS00111423,PE(16:0/17:1(9Z)),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O,C38H74NO8P,Experimental CCS,[M-H]-,702.5079,265.8,3,2022-10-12
AllCCS00111485,PE(O-18:0/18:1(9Z)),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COCCCCCCCCCCCCCCCCCC,C41H82NO7P,Experimental CCS,[M-H]-,730.5756,273.1,3,2022-10-12
AllCCS00111546,PE(P-16:0/17:0),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCCCCCCC)=O)CO/C=C\CCCCCCCCCCCCCC,C38H76NO7P,Experimental CCS,[M-H]-,688.5286,266.7,3,2022-10-12
AllCCS00111547,PE(P-16:0/17:1(9Z)),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)CO/C=C\CCCCCCCCCCCCCC,C38H74NO7P,Experimental CCS,[M-H]-,686.513,264.8,3,2022-10-12
AllCCS00111557,PE(P-18:0/17:1(9Z)),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)CO/C=C\CCCCCCCCCCCCCCCC,C40H78NO7P,Experimental CCS,[M-H]-,714.5443,271.1,3,2022-10-12
AllCCS00111592,"PE(P-20:0/22:4(7Z,10Z,13Z,16Z))",[C@](COP(=O)(O)OCCN)([H])(OC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)CO/C=C\CCCCCCCCCCCCCCCCCC,C47H86NO7P,Experimental CCS,[M+H]+,808.6215,294.8,3,2022-10-12
AllCCS00111602,PE(17:1(9Z)/0:0),[C@](COP(=O)(O)OCCN)([H])(O)COC(CCCCCCC/C=C\CCCCCCC)=O,C22H44NO7P,Experimental CCS,[M-H]-,464.2782,211.0,3,2022-10-12
AllCCS00111608,PE(19:0/0:0),[C@](COP(=O)(O)OCCN)([H])(O)COC(CCCCCCCCCCCCCCCCCC)=O,C24H50NO7P,Experimental CCS,[M-H]-,494.3252,221.3,3,2022-10-12
AllCCS00111644,PE(P-18:0/0:0),[C@](COP(=O)(O)OCCN)([H])(O)CO/C=C\CCCCCCCCCCCCCCCC,C23H48NO6P,Experimental CCS,[M+H]+,466.3292,221.5,3,2022-10-12
AllCCS00111646,PE(P-20:0/0:0),[C@](COP(=O)(O)OCCN)([H])(O)CO/C=C\CCCCCCCCCCCCCCCCCC,C25H52NO6P,Experimental CCS,[M+H]+,494.3605,229.2,3,2022-10-12
AllCCS00111654,"PS(17:0/20:4(5Z,8Z,11Z,14Z))",[C@](COP(=O)(O)OC[C@@]([H])(C(=O)O)N)([H])(OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCCC)=O,C43H76NO10P,Experimental CCS,[M-H+2Na]+,842.492,285.9,3,2022-10-07
AllCCS00111733,PS(15:0/22:1(11Z)),C(O)(=O)[C@@]([H])(N)COP(OC[C@]([H])(OC(CCCCCCCCC/C=C\CCCCCCCCCC)=O)COC(CCCCCCCCCCCCCC)=O)(=O)O,C43H82NO10P,Experimental CCS,[M-H+2Na]+,848.5389,293.5,3,2022-10-07
AllCCS00111770,PS(16:0/22:1(11Z)),C(O)(=O)[C@@]([H])(N)COP(OC[C@]([H])(OC(CCCCCCCCC/C=C\CCCCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(=O)O,C44H84NO10P,Experimental CCS,[M+H]+,818.5906,289.6,3,2022-10-07
AllCCS00111770,PS(16:0/22:1(11Z)),C(O)(=O)[C@@]([H])(N)COP(OC[C@]([H])(OC(CCCCCCCCC/C=C\CCCCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(=O)O,C44H84NO10P,Experimental CCS,[M-H+2Na]+,862.5546,295.4,3,2022-10-07
AllCCS00111802,"PS(17:0/22:4(7Z,10Z,13Z,16Z))",C(O)(=O)[C@@]([H])(N)COP(OC[C@]([H])(OC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCCC)=O)(=O)O,C45H80NO10P,Experimental CCS,[M-H+2Na]+,870.5233,291.9,3,2022-10-07
AllCCS00111871,PS(18:0/22:1(11Z)),C(O)(=O)[C@@]([H])(N)COP(OC[C@]([H])(OC(CCCCCCCCC/C=C\CCCCCCCCCC)=O)COC(CCCCCCCCCCCCCCCCC)=O)(=O)O,C46H88NO10P,Experimental CCS,[M+H]+,846.6219,295.9,3,2022-10-07
AllCCS00111871,PS(18:0/22:1(11Z)),C(O)(=O)[C@@]([H])(N)COP(OC[C@]([H])(OC(CCCCCCCCC/C=C\CCCCCCCCCC)=O)COC(CCCCCCCCCCCCCCCCC)=O)(=O)O,C46H88NO10P,Experimental CCS,[M-H+2Na]+,890.5859,301.1,3,2022-10-07
AllCCS00111945,"PS(19:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C(O)(=O)[C@@]([H])(N)COP(OC[C@]([H])(OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COC(CCCCCCCCCCCCCCCCCC)=O)(=O)O,C47H80NO10P,Experimental CCS,[M-H+2Na]+,894.5233,296.2,3,2022-10-07
AllCCS00111975,"PS(19:1(9Z)/22:4(7Z,10Z,13Z,16Z))",C(O)(=O)[C@@]([H])(N)COP(OC[C@]([H])(OC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O)(=O)O,C47H82NO10P,Experimental CCS,[M-H+2Na]+,896.5389,298.4,3,2022-10-07
AllCCS00111984,PS(20:0/22:1(11Z)),C(O)(=O)[C@@]([H])(N)COP(OC[C@]([H])(OC(CCCCCCCCC/C=C\CCCCCCCCCC)=O)COC(CCCCCCCCCCCCCCCCCCC)=O)(=O)O,C48H92NO10P,Experimental CCS,[M+H]+,874.6532,301.9,3,2022-10-07
AllCCS00111984,PS(20:0/22:1(11Z)),C(O)(=O)[C@@]([H])(N)COP(OC[C@]([H])(OC(CCCCCCCCC/C=C\CCCCCCCCCC)=O)COC(CCCCCCCCCCCCCCCCCCC)=O)(=O)O,C48H92NO10P,Experimental CCS,[M+Na]+,896.6352,303.2,3,2022-10-07
AllCCS00112097,"PS(22:1(11Z)/22:4(7Z,10Z,13Z,16Z))",C(O)(=O)[C@@]([H])(N)COP(OC[C@]([H])(OC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCC/C=C\CCCCCCCCCC)=O)(=O)O,C50H88NO10P,Experimental CCS,[M-H+2Na]+,938.5859,306.9,3,2022-10-07
